disorder name 	icd-10 code	source
allergie à nickel 	L23.0	wikidata
maladie de thost-unna 	Q82.8	wikidata
syndrome maculaire 	H35.3	wikidata
fibromatose gingival 	K06.1	wikidata
luxation congénital de genou 	Q68.2	wikidata
sténose aortique supravalvulaire 	Q25.3	wikidata
varice intestinal 	I86.8	wikidata
syndrome de le biosynthèse de le créatine 	E72.8	wikidata
épilepsie généraliser avec convulsion fébrile plus 	G40.3	wikidata
dystocie gémellaire 	O66.1	wikidata
malformation de cloison cardiaque 	Q21.9	wikidata
obstruction de voie urinaire 	N13.9	wikidata
leucémie lymphoblastique 	C91	wikidata
ulcère de mooren 	H16.05	wikidata
ulcérer à hypopion 	H16.03	wikidata
rhinopharyngite 	J31.1	wikidata
maladie de diaphragme 	J98.6	wikidata
cancer de pylore 	C16.4	wikidata
salpingite aigu de le tromper de eustache 	H68.019	wikidata
neuropathie progressif idiopathique 	G60.3	wikidata
tic moteur ou vocal chronique 	F95.1	wikidata
urticaire allergique 	L50.0	wikidata
stéatorrhée pancréatique 	K90.3	wikidata
stéatonécrose de sein 	N64.1	wikidata
glaucome à angle ouvrir primitif 	H40.11	wikidata
pyélonéphrite chronique 	N11.9	wikidata
lipidose cérébral 	E75.4	wikidata
polycythémie primaire 	D75.0	wikidata
lymphadénite mésentérique 	I88.0	wikidata
myocardite de fiedler 	I40.1	wikidata
chylocèle de le tunique vaginal 	N50.8	wikidata
encéphalite équin de le est 	A83.2	wikidata
encéphalite de le murray valley 	A83.4	wikidata
encéphalite équin de le ouest 	A83.1	wikidata
strabisme paralytique 	H49.9	wikidata
granulome à cholestérine 	H71	wikidata
cholestéatome de le attique 	H71.00	wikidata
cholestéatome de le oreille moyen 	H71	wikidata
maladie de le langue 	K14.9	wikidata
salpingo- ovarite aigu 	N70.03	wikidata
salpingite aigu 	N70.01	wikidata
maladie de cristallin 	H27.9	wikidata
sténose ano- rectal 	K62.4	wikidata
cataracte immature 	H25.09	wikidata
oedème secondaire de le cornée 	H18.23	wikidata
oedeme idiopathique de le cornée 	H18.22	wikidata
oedème de le cornée 	H18.20	wikidata
cicatrice choriorétinien 	H31.00	wikidata
dyspareunie de origine psychogène 	F52.6	wikidata
thrombopénie acquérir 	D69.5	wikidata
alterations qualitatif de plaquette 	D69.1	wikidata
prolapsus de le glande lacrymal 	H04.16	wikidata
kyste de le prostate 	N42.83	wikidata
hypohidrose 	L74.4	wikidata
glaucome par hypersecretion 	H40.82	wikidata
insuffisance respiratoire de nouveau-né 	P28.5	wikidata
verrue vulgaire 	B07.8	wikidata
conjonctivite aigu 	H10.02	wikidata
otite moyen non suppurer 	H65.90	wikidata
laryngopharyngite aigüe 	J06.0	wikidata
conjonctivite séreux non viral 	H10.23	wikidata
dégénérescence pulpaire 	K04.2	wikidata
conjonctivite pseudomembraneur 	H10.22	wikidata
inflammation aigu de le orbite 	H05.00	wikidata
folliculose conjonctival 	H10.01	wikidata
otite moyen adhésif 	H74.1	wikidata
périostite de le orbite 	H05.03	wikidata
ostéomyélite de le orbite 	H05.02	wikidata
neutropénie néonatal transitoire 	P61.5	wikidata
thrombose de artère vertébral 	I65.0	wikidata
maladie pulmonaire devoir à le climatisation 	J67.7	wikidata
calcul dans un diverticule de vessie 	N21.0	wikidata
diverticule de le vessie 	N32.3	wikidata
subluxation de cristallin 	H27.11	wikidata
endométriose de trompe de fallope 	N80.2	wikidata
exotropie alternant 	H50.15	wikidata
ictère néonatal devoir à de lésion hépatocellulaire 	P59.2	wikidata
compression de cerveau 	G93.5	wikidata
neuropathie périphérique autonome idiopathique 	G90.09	wikidata
cécité nocturne acquérir 	H53.62	wikidata
anomalie fonctionnel de le pupille 	H57.09	wikidata
otite moyen suppurer 	H66.40	wikidata
abcès cornéen 	H16.31	wikidata
dépôt cornéen 	H18.00	wikidata
laryngosténose 	J38.6	wikidata
syndrome de chandler 	H18.51	wikidata
pli et rupture de le membrane de bowman 	H18.31	wikidata
méningite à streptocoque 	G00.2	wikidata
staphylome annulaire 	H15.85	wikidata
troubles fonctionnel de le estomac 	K30	wikidata
gynécomastie de nourrisson 	P83.4	wikidata
dépôt conjonctival 	H11.11	wikidata
hypopigmentation de le paupière 	H02.73	wikidata
dysplasie fibreux polyostotique 	Q78.1	wikidata
ankylostomose à necator americanus 	B76.1	wikidata
céphalée en coup de tonnerre 	G44.80	wikidata
distomatose à heterophye heterophye 	B66.8	wikidata
hydrosalpinx 	N70.1	wikidata
encéphalopathie hypertensif 	I67.4	wikidata
carence en vitamine d 	E55	wikidata
tumeur glomique 	D18	wikidata
dystrophie cornéen de lisch 	H18.5	wikidata
dystrophie cornéen de le membrane basal épithélial 	H18.5	wikidata
dystrophie de thiel-behnke 	H18.5	wikidata
dystrophie de meesmann 	H18.52	wikidata
dystrophie cristallin de le cornée de schnyder 	H18.5	wikidata
syndrome lymphoprolifératif 	D47.9	wikidata
dystrophie cornéen gélatineux en goutte 	H18.5	wikidata
dystrophie cornéen amorphe postérieur 	H18.5	wikidata
dystrophie cornéen postérieur polymorphe 	H18.5	wikidata
complication de diabète 	E14	wikidata
infestation par le tique 	B88.8	wikidata
panangin 	E87.6	wikidata
blessure par arme blanc 	X99	wikidata
dépendance à barbiturique 	F13.2	wikidata
tumeur médiastinal 	C38.3	wikidata
mansonellose 	B74.4	wikidata
mégalocornée 	Q15.8	wikidata
buphtalmie 	Q15.0	wikidata
ostéochondropathie 	M93.9	wikidata
parodontose 	K05.4	wikidata
polyendocrinopathie auto- immun type 1 	E31.0	wikidata
maladie de méléda 	Q82.8	wikidata
syndrome de senior-loken 	Q61.5	wikidata
syndrome de galloway-mowat 	Q04.3	wikidata
céroïdes-lipofuscinose neuronal 	E75.4	wikidata
thyroïdite subaigüe 	E06.1	wikidata
dystrophie cornéen maculaire 	H18.55	wikidata
rupture myocardique 	I23.5	wikidata
maladie de dent 	N39.8	wikidata
dystrophie sous-épithélial mucineur 	H18.5	wikidata
thrombose de sinus caverneux 	G08	wikidata
atrésie intestinal 	Q41.1	wikidata
syndrome de microduplication 22q112 	Q92.3	wikidata
syndrome de kleefstra 	Q93.5	wikidata
léïomyome 	D21	wikidata
acanthome fissurer 	D23.L67	wikidata
maladie de nerf accessoire 	S04.7	wikidata
achéiropodie 	Q74.8	wikidata
carcinome à cellule acineux 	C07	wikidata
mélanome acro- lentigineux 	C43	wikidata
acls 	Q04.0	wikidata
acrodermatite 	L30.8	wikidata
acrokératose paranéoplasique de bazex 	L85.1	wikidata
acrokératose verruciforme de hopf 	Q82.8	wikidata
acropustulose 	L40.3	wikidata
insuffisance cardiaque en décompensation aigu 	I50	wikidata
stéatose hépatique aigu gravidique 	O26.6	wikidata
leucémie aigüe monoblastique 	C93.0	wikidata
anémier post-hémorragique aigu 	D62	wikidata
écrouelle 	A18.2	wikidata
tumeur adénomatoïde 	D19.9	wikidata
maladie de glande surrénal 	E27.9	wikidata
hypercorticisme 	E24	wikidata
fièvre à tique africain 	A77.8	wikidata
leucémie agressif à cellule nk 	C94.8	wikidata
ostéodystrophie héréditaire de albright 	E20.1	wikidata
alopécie mucineur 	L65.2	wikidata
alopécie totalis 	L63.0	wikidata
alopécie universalis 	L63.1	wikidata
mélanome amélanotique 	C43	wikidata
abcès amibien de cerveau 	A06.6	wikidata
effluvium anagèn 	L65.100	wikidata
anémie de le prématurité 	P61.2	wikidata
kyste osseux anévrismal 	M85.5	wikidata
lymphadénopathie angio- immunoblastique 	C86.5	wikidata
angiolipome 	D17	wikidata
hyperplasie angiolymphoïde avec éosinophilie 	L98.8	wikidata
angiome serpigineux 	L81.7	wikidata
sarcoïdose de le peau 	D86.3	wikidata
psoriasis pustuleux annulaire 	L40.8	wikidata
anonychie 	L60.8	wikidata
anomalie de champagne visuel 	H53.4	wikidata
anneau hyménal serrer 	N89.6	wikidata
agénésie de col de le utérus 	Q51.5	wikidata
insuffisance surrénalienne aigu 	E27.2	wikidata
phosphatase alcalin elevé 	R74.8	wikidata
syndrome de insensibilité léger à androgène 	E34.50	wikidata
hémoglobine e 	D58.2	wikidata
trouble de le lecture 	F81.0hbnf	wikidata
cyclotropie 	H50.41	wikidata
déficit en igg 	D80.3	wikidata
maladie de minor 	G95.19	wikidata
peeling skin syndrome 	Q80.8	wikidata
scléroser nodulaire 	C81.1	wikidata
hémimélie tibial 	Q72.5	wikidata
lésion traumatique de nerf axillaire 	S44.3	wikidata
hypercémentose 	K03.4	wikidata
fistule vésico- intestinal 	N32.1	wikidata
amyotrophie névralgique 	G54.5	wikidata
hypoglycémie néonatal 	P70.4	wikidata
scléromyxoedème 	L98.5	wikidata
hypertropie 	H50.2	wikidata
dysplasie oculo- dento- digital 	Q87.8	wikidata
maladie de still de le enfant 	M08.0	wikidata
érythème annulaire centrifuger 	L53.1	wikidata
occlusion intestinal de nouveau-né 	P76	wikidata
intoxication à opiacé 	T40.1	wikidata
céphalée persistant nouvellement quotidien 	G44.52	wikidata
myélopathie vasculaire 	G95.1	wikidata
glaucome à bas tension 	H40.12	wikidata
sourire gingival 	K06.8	wikidata
hémimélie 	Q73.8	wikidata
infarctus de myocarde chez le femme 	I22	wikidata
syndrome de côte courtes-polydactylie type beemer-langer 	Q77.2	wikidata
syndrome morning glory 	Q14.2	wikidata
fièvre hémorragique à arénaviru chapare 	A96.8	wikidata
incarcération de vitré après chirurgie de cataracte 	H59.01	wikidata
anomalie de métabolisme de minéral 	E83	wikidata
pester mineur 	A20.8	wikidata
diarrhée inflammatoire 	K52.9	wikidata
salpingite tuberculeux 	A18.17	wikidata
hétérotopie nodulaire périventriculaire 	Q04.8	wikidata
fièvre o ' nyong ' nyong 	A92.1	wikidata
cécité nocturne stationnaire congénital 	H53.63	wikidata
surdité non syndromique autosomique récessif 	H90.3	wikidata
surdité non syndromique lier à le x 	H90.3	wikidata
surdité non syndromique autosomique dominant 	H90.3	wikidata
dystrophie de cône et de bâtonnet 	H35.5	wikidata
dystrophie maculaire occulter 	H35.5	wikidata
dystrophie musculaire congénital devoir à un dystroglycanopathie 	G71.2	wikidata
neutropénie congénital sévère 	D70	wikidata
dysplasie anauxétique 	Q77.7	wikidata
syndrome de ehlers-danlo type progéroïde 	Q79.6	wikidata
maladie de annexe de le oeil 	H00-H06	wikidata
valvulopathie tricuspidienne 	I07.9	wikidata
dystonie généraliser 	G24.2	wikidata
agénésie partiel de pancréas 	Q45.0	wikidata
déficit en complexe majeur de histocompatibilité de classe i 	D81.6	wikidata
amyotrophie spinal infantile 	G12.0	wikidata
iléo- colite 	K52.9	wikidata
jéjunite 	K50.0	wikidata
colite de crohn 	K50.1	wikidata
syndrome de cogan-reese 	H21.1	wikidata
infection intestinal 	A00-A09	wikidata
migraine avec aura 	G43.109	wikidata
emphysème interstitiel 	J98.2	wikidata
trouble de le accommodation 	H52.5	wikidata
neurosyphilis asymptomatique 	A52.2	wikidata
emphysème compensateur 	J98.3	wikidata
syphilis congénital tardif 	A50.59	wikidata
encéphalite syphilitique 	A52.14	wikidata
hyperpigmentation de le paupière 	H02.71	wikidata
maladie de le cornée 	H18.9	wikidata
syndrome de le oeil sec 	H04.12	wikidata
vaginisme psychosomatique 	F52.5	wikidata
dégénérescence de le conjonctive 	H11.10	wikidata
angiopathie périphérique diabétique 	E14.5	wikidata
neurorétinite 	H30.9	wikidata
athérosclérose de le aorte 	I70.0	wikidata
ésotropie monoculaire 	H50.01	wikidata
anthracosilicose 	J60	wikidata
méningite chronique 	G03.1	wikidata
adénofibrose de sein 	N60.2	wikidata
kyste solitaire de sein 	N60.09	wikidata
névralgie amyotrophique 	G54.5	wikidata
salicylamide 	N94.6	wikidata
maladie de urbach-wiethe 	E78.8	wikidata
pathologie buccal 	K14	wikidata
syndrome de le veine cave inférieur 	I87.1	wikidata
chéilite actinique 	L56.8	wikidata
odontoma 	D16	wikidata
nodule de bouchard 	M15.2	wikidata
kératolyse ponctuer 	L08.850	wikidata
rhinophyma 	L71.1	wikidata
vulvovaginite 	N76.0	wikidata
trouble de le personnalité , sans précision 	F60.9	wikidata
rétrécissement tricuspide 	Q22.4	wikidata
rhinite chronique atrophique 	J31.0	wikidata
plagiocéphalie 	Q67.3	wikidata
morsure de araignée 	T63.3	wikidata
leuconychie 	Q84.4	wikidata
chorioamniotite 	P02.7	wikidata
syndrome de weissenbacher-zweymuller 	Q87.0	wikidata
syndrome de cimeterre 	Q26.8	wikidata
abcès rétropharyngé 	J39.0	wikidata
nicorette 	F17.3	wikidata
intoxication à paracétamol 	T39.1	wikidata
cervarix 	Z29.1	wikidata
leucémie myélomonocytaire juvénile 	C93.30	wikidata
fracture de le extrémité supérieur de radius 	S52.1	wikidata
syndrome post-commotionnel 	F07.81	wikidata
pasteurellose 	A28.0	wikidata
souffrance foetal 	O68	wikidata
hémangiome hépatique 	D18.0	wikidata
pneumonie viral 	J12.9	wikidata
syndrome de kearns-sayre 	H49.81	wikidata
anémier sidéroblastique 	D64.3	wikidata
yeux rouge 	H57.9	wikidata
risque à_long_terme de benzodiazépine 	F13	wikidata
infection de voie respiratoire supérieur 	J32	wikidata
maladie de stockage de ester de cholestérol 	E75.5	wikidata
hémianopsie latéral homonyme 	H53.4	wikidata
latrodectisme 	T63.3	wikidata
troubles dissociatifs 	F48.9	wikidata
hémiplégie alternant de le enfance 	G98	wikidata
saignement utérin dysfonctionnel 	N93.8	wikidata
scotome scintillant 	H53.1	wikidata
hyperplasie gingival 	K06.1	wikidata
neuropathie de petit fibre 	G60.8	wikidata
varice anorectal 	I84	wikidata
diagnostic différentiel de le anorexie mental 	F50.1	wikidata
infarctus de le artère cérébral antérieur 	G46.1	wikidata
cancer de le appendice iléocoecal 	C18.1	wikidata
embolie artériel 	I74	wikidata
artériolosclérose 	I70	wikidata
arthrite mutilant 	M07.1	wikidata
méningite aseptique 	G03.0	wikidata
astroblastome 	C71.9	wikidata
infirmité moteur cérébral dyskinétique 	G80.3	wikidata
atrophodermie 	L90.9	wikidata
multiplication de cheveux 	L65.9	wikidata
dysostose spondylo- costal 	Q76	wikidata
rachitisme hypophosphatémique autosomique dominer 	E83.31	wikidata
autotopoagnosie 	R48.1	wikidata
lymphome b 	C85.1	wikidata
rhinosporidiose 	B48.1	wikidata
balanite scléreux oblitérant 	N48.0	wikidata
syndrome de barraquer-simon 	E88.1	wikidata
basidiobolomycose 	B46.8	wikidata
fibrose pulmonaire devoir à le bauxite 	J63.1	wikidata
ligne de beau 	L60.4	wikidata
aphtose de bednar 	K12.0	wikidata
épilepsie infantile familial bénin 	G40.3	wikidata
épilepsie néonatal bénin familial 	G40.3	wikidata
prostatite non- bactérien chronique 	N41	wikidata
bloc bi- fasciculaire 	I45.2	wikidata
fistule biliaire 	K83.3	wikidata
pemphigus végéter 	L10.1	wikidata
blépharochalasis 	H02.3	wikidata
naevus bleu 	D22	wikidata
syndrome de le poupée à tête ballotant 	G93.0	wikidata
syndrome de bohring-opitz 	Q87.8	wikidata
maladie osseux 	M89.9	wikidata
résorption osseux 	M80	wikidata
dysplasie en boomerang 	Q68.5	wikidata
lèpre borderlin lépromateur 	A30.4	wikidata
lèpre borderlin tuberculoïde 	A30.2	wikidata
déformation en boutonnière 	M20.0	wikidata
syndrome vasculaire de tronc cérébral 	G46.3	wikidata
fièvre purpurique brésilien 	A48.4	wikidata
maladie de sein 	N64.9	wikidata
problème de allaitement 	O92	wikidata
bromisme 	F13.2	wikidata
bromodermie 	L27.1	wikidata
tympanosclérose 	H74.0	wikidata
kyste de le bifurcation buccal 	K09.8	wikidata
bunyamwera virus 	A92.8	wikidata
fracture de calcanéum 	S92.0	wikidata
calcinose cutané 	L94.2	wikidata
intertrigo à candida 	B37.2	wikidata
paralysie facial central 	G51	wikidata
maladie de système nerveux central 	G96.9	wikidata
infarctus de cervelet 	G46.4	wikidata
rhinorrhée de liquide céphalorachidien 	G96.0	wikidata
fracture de chance 	S22.0	wikidata
hématome en chignon devoir à un extraction par ventouse 	P12.1	wikidata
lupus érythémateux type chilblain 	L93.2	wikidata
arthrite juvénile 	M08	wikidata
cholurie 	K82.2	wikidata
chondrodysplasie type blomstrand 	Q78.8	wikidata
cordite 	J38.2	wikidata
néphropathie chronique allogreffe 	N18.5	wikidata
leucémie chronique éosinophile 	D47.5	wikidata
chrysiasis 	L81.8	wikidata
classification de personne transsexuel 	F64	wikidata
syndrome de claude 	G46.3	wikidata
intoxication à cobalt 	T56.8	wikidata
syndrome / phénomene de raynaud 	I73.0	wikidata
colobome de nerf optique 	H47.319	wikidata
déficit de complément 	D84.1	wikidata
état de mal épileptique partiel complexe 	G41.2	wikidata
naevus composer 	D22	wikidata
ostéite condensant 	M85.3	wikidata
afibrinogénémie familial 	D68.2	wikidata
infection congénital à cytomégaloviru 	P35.1	wikidata
anémier dysérythropoïétique congénital 	D64.4	wikidata
parésie de le oblique supérieur congénital 	H49.1	wikidata
anémie hémolytique congénital 	D58.9	wikidata
anémier hypoplasique congénital 	D61.01	wikidata
anomalie morphologique congénital de membre 	M21	wikidata
syphilis congénital 	A50	wikidata
conidiobolomycose 	B46.8	wikidata
conjonctivochalasis 	H11.82	wikidata
insuffisance de convergence occulaire 	H51.1	wikidata
anévrysme coronarien 	I25.4	wikidata
malformation de vaisseau coronaire 	Q24.5	wikidata
kyste de corps jaune 	N83.1	wikidata
costochondrite 	M94.0	wikidata
hypertrichose de le paupière 	H02.86	wikidata
hypotrichose de le paupière 	H02.72	wikidata
glycogénose type 7 	E74.09	wikidata
coqueluche à bordetella parapertussi 	A37.1	wikidata
sidérose oculaire 	H44.32	wikidata
astigmatisme régulier 	H52.22	wikidata
nécrose de osselet de le oreille 	H74.3	wikidata
laryngite chronique 	J37.0	wikidata
myopie dégénératif 	H44.2	wikidata
exotropie monoculaire 	H50.11	wikidata
lèpre indéterminé 	A30.0	wikidata
kératite maculaire 	H16.11	wikidata
retard de adaptation à le obscurité 	H53.61	wikidata
mononeuropathie 	G58.9	wikidata
tularémie ulcéro- glandulaire 	A21.0	wikidata
atrophie de testicule 	N50.0	wikidata
neurosarcoïdose 	D86.81	wikidata
ictère par incompatibilité rhésus 	P57.0	wikidata
néovascularisation cornéen profond 	H16.44	wikidata
épisclérite diffuser 	H15.11	wikidata
kératite neurotrophique 	H16.23	wikidata
microlithiase alvéolaire pulmonaire 	J84.02	wikidata
dégénérescence rétinien périphérique 	H35.40	wikidata
dégénérescence rétinien pavimenteur 	H35.43	wikidata
atteindre de nerf radial 	G56.30	wikidata
atteindre de nerf ulnaire 	G56.2	wikidata
goitre devoir à un trouble de le hormonosynthèse 	E07.1	wikidata
echinostomose 	B66.8	wikidata
kératite superficiel 	H16.10	wikidata
thrombophlébite de le veine fémoral 	I80.1	wikidata
pigmentation de le conjonctive 	H11.13	wikidata
cardiopathie devoir à un cyphoscoliose 	I27.1	wikidata
maladie vasculaire de le appareil génital mâle 	N50.1	wikidata
déplacement latéral de globe oculaire 	H05.21	wikidata
exophtalmie pulsatile 	H05.26	wikidata
exophtalmie intermittent 	H05.25	wikidata
luxation de globe oculaire 	H44.82	wikidata
affection de globe oculaire 	H44.39	wikidata
troubles de le sécrétion de calcitonine 	E07.0	wikidata
ischémie de le rétine 	H35.82	wikidata
lésion de nerf sciatique 	G57.0	wikidata
atteindre de nerf plantaire 	G57.60	wikidata
lésion de nerf fibulaire 	G57.30	wikidata
trichostrongylose 	B81.2	wikidata
coma hépatique 	K72.91	wikidata
thyréotoxicose néonatal 	P72.1	wikidata
syndrome velocardiofacial 	Q93.81	wikidata
sténose hypertrophique de pylore 	Q40.0	wikidata
trouble de le vision binoculaire 	H53.30	wikidata
maladie de nerf vestibulocochléaire 	H93.3X	wikidata
maladie de vaisseau capillaire 	I78.9	wikidata
anomalie de le correspondance rétinien 	H53.31	wikidata
staphylome cornéen 	H18.72	wikidata
par planite 	H30.2	wikidata
hernie de le ovaire et de le tromper de fallope 	N83.4	wikidata
migraine sans aura 	G43.009	wikidata
lagophtalmie paralytique 	H02.23	wikidata
dacryocystite aigüe 	H04.32	wikidata
glaucome traumatique 	H40.3	wikidata
lagophtalmie cicatriciel 	H02.21	wikidata
anémie de carence en protéine 	D53.0	wikidata
